tag	label	C	dur_s	req_s	out_tps	in_tps	total_tps	ttft_mean_ms	ttft_p50_ms	ttft_p99_ms	tpot_mean_ms	tpot_p50_ms	tpot_p99_ms	itl_mean_ms	e2e_mean_ms	e2e_p99_ms	completed	shape	in	out	prefix	prompts	ttft_ms	p99_ttft	tpot_ms	p99_tpot	host
qwen36_nvfp4_---	router	1024	83.1	101.59	13004	104028	117032	6480	7544	8979	25.23	26.19	28.24	25.23	9685	12336	8192										5090x8
qwen36_nvfp4_---	promptopt	1024	150.9	55.716	14263	199685	213949	11592	13344	15589	23.37	24.22	25.32	23.38	17552	21589	8192										5090x8
qwen36_nvfp4_---	judge	512	235.6	18.28	9359	74876	84235	13257	15319	18430	26.76	26.97	42.56	26.76	26933	33340	4096										5090x8
qwen36_nvfp4_b12x-marlin	judge	512	205.5	19.945	10212	91905	102117	12029	13642	16756	25.2	24.3	38.0	25.2	24885.3	29332.1	4096										5090x8
qwen36_nvfp4_b12x-marlin	promptopt	1024	136.7	59.968	15352	230278	245630	10785	12215	14036	22.2	22.3	23.5	22.2	16434.2	19735.5	8192										5090x8
qwen36_nvfp4_b12x-marlin	router	1024	76.8	106.669	13654	122882	136536	6126	6879	8102	24.2	24.2	28.0	24.2	9204.1	11144.5	8192										5090x8
qwen36_nvfp4_b12x-marlin	router	256	22.9	89.430	11447	103023	114470	987	831	3062	14.8	14.8	18.5	14.8	2861.5	4850.3	2048										5090x8
qwen36_nvfp4_b12x-marlin	router	256	24.6	89.43	11447	91576	103023	987	846	3164	14.76	16.09	19.95	14.76	2861	5136	2048										5090x8
qwen36_nvfp4_b12x-marlin	router	1024	81.3	106.669	13654	109229	122882	6126	7279	8625	24.24	25.75	29.03	24.24	9204	11853	8192										5090x8
qwen36_nvfp4_b12x-marlin	promptopt	1024	144.5	59.968	15352	214926	230278	10785	12902	14900	22.15	23.74	24.84	22.16	16434	21012	8192										5090x8
qwen36_nvfp4_b12x-marlin	judge	512	216.0	19.945	10212	81693	91905	12029	14335	17407	25.16	25.48	40.61	25.16	24885	30746	4096										5090x8
c6_b12x	judge	512	595.4	6.880	3522	31701	35224	5827	3324	45151	134.0	139.4	142.2	134.0	74304.3	116325.9	4096										pro6000-ws400w
c6_b12x	promptopt	1024	570.7	14.356	3675	55128	58804	6318	3150	47080	254.3	267.8	273.0	254.3	71156.0	110370.8	8192										pro6000-ws400w
c6_b12x	router	1024	264.5	30.973	3965	35681	39645	3355	2098	22620	233.3	244.0	252.1	233.3	32984.1	53045.8	8192										pro6000-ws400w
c6_b12x	router	256	70.5	29.072	3721	33491	37213	1971	1831	5646	53.7	54.7	64.5	53.7	8796.2	12829.7	2048										pro6000-ws400w
c6_b12x	router	256	71.5	29.072	3721	29770	33491	1971	1872	5823	53.74	55.44	65.48	53.74	8796	13104	2048										pro6000-ws400w
c6_b12x	router	1024	268.7	30.973	3965	31716	35681	3355	2132	23138	233.3	247.78	255.33	233.31	32984	54142	8192										pro6000-ws400w
c6_b12x	promptopt	1024	578.5	14.356	3675	51453	55128	6318	3706	47992	254.27	270.3	276.09	254.27	71156	111864	8192										pro6000-ws400w
c6_b12x	judge	512	603.0	6.88	3522	28179	31701	5827	3383	46192	134.01	140.98	143.81	134.01	74304	118312	4096										pro6000-ws400w
c6_fp8_b12x	judge	512	1090.3	3.757	1924	17313	19236	11925	6509	93910	243.0	254.5	259.8	243.0	136121.0	224187.2	4096										pro6000-ws400w
c6_fp8_b12x	promptopt	1024	1053.9	7.774	1990	29852	31842	17604	11804	95700	443.3	468.3	484.3	443.3	130651.5	209591.0	8192										pro6000-ws400w
c6_fp8_b12x	router	1024	506.4	16.178	2071	18637	20708	6974	4375	47469	442.6	465.1	483.0	442.6	63189.8	105882.5	8192										pro6000-ws400w
c6_fp8_b12x	router	256	131.5	15.578	1994	17946	19940	4122	3948	11646	96.9	99.0	120.6	96.9	16422.5	24536.2	2048										pro6000-ws400w
c6_fp8_b12x	router	256	134.3	15.578	1994	15952	17946	4122	4047	12032	96.86	100.77	123.43	96.86	16423	25228	2048										pro6000-ws400w
c6_fp8_b12x	router	1024	513.9	16.178	2071	16566	18637	6974	4437	48680	442.64	471.77	490.11	442.64	63190	108035	8192										pro6000-ws400w
c6_fp8_b12x	promptopt	1024	1067.9	7.774	1990	27862	29852	17604	11950	97328	443.32	474.52	490.43	443.32	130652	212726	8192										pro6000-ws400w
c6_fp8_b12x	judge	512	1106.1	3.757	1924	15389	17313	11925	6937	95837	243.05	257.52	263.36	243.05	136121	228042	4096										pro6000-ws400w
ds4flash_dp4ep4		16	19.1	3.35	429	3429	3858										64	router	1024	128	0	64	1330	1971	27.1	37.5	pro6000-s600w
ds4flash_dp4ep4		64	19.1	6.7	858	6861	7718										128	router	1024	128	0	128	3569	5244	46.9	70.4	pro6000-s600w
ds4flash_dp4ep4		64	78.1	1.64	839	6714	7553										128	judge	4096	512	0	128	9801	20417	57.1	70.6	pro6000-s600w
ds4flash_dp4ep4		32	69.3	0.46	946	3785	4731										32	rollout	8192	2048	0	32	12702	18941	27.6	32.8	pro6000-s600w
ds4flash_tp4_b12xmoe		16	6.6	9.63	616	2465	3082										64	short	256	64	0	64	456	569	19.1	25.1	pro6000-s600w
ds4flash_tp4_b12xmoe		64	8.0	16.0	1024	4096	5120										128	short	256	64	0	128	1218	1950	43.8	57.9	pro6000-s600w
ds4flash_tp4_b12xmoe		256	10.9	23.5	1504	6016	7520										256	short	256	64	0	256	4152	7228	104.5	159.0	pro6000-s600w
ds4flash_tp4_b12xmoe		16	16.6	3.86	495	3957	4451										64	router	1024	128	0	64	1260	1828	22.7	31.2	pro6000-s600w
ds4flash_tp4_b12xmoe		64	22.4	5.71	731	5848	6578										128	router	1024	128	0	128	3340	7006	61.6	83.6	pro6000-s600w
ds4flash_tp4_b12xmoe		256	35.2	7.28	932	7453	8384										256	router	1024	128	0	256	14491	27878	158.0	257.3	pro6000-s600w
ds4flash_tp4_b12xmoe		16	23.2	2.76	707	9891	10598										64	promptopt	512	256	3072	64	886	1603	19.2	22.0	pro6000-s600w
ds4flash_tp4_b12xmoe		64	25.5	5.02	1285	17996	19282										128	promptopt	512	256	3072	128	2703	4676	39.3	46.8	pro6000-s600w
ds4flash_tp4_b12xmoe		256	30.4	8.43	2158	30217	32375										256	promptopt	512	256	3072	256	8460	15277	84.7	110.8	pro6000-s600w
ds4flash_tp4_b12xmoe		16	66.0	0.97	496	3972	4468										64	judge	4096	512	0	64	3202	7091	26.0	31.3	pro6000-s600w
ds4flash_tp4_b12xmoe		64	91.6	1.4	716	5725	6440										128	judge	4096	512	0	128	9357	28114	70.9	87.2	pro6000-s600w
ds4flash_tp4_b12xmoe		128	78.7	1.63	833	6664	7496										128	judge	4096	512	0	128	29175	56629	95.1	146.4	pro6000-s600w
ds4flash_tp4_b12xmoe		16	107.1	0.3	612	2448	3060										32	rollout	8192	2048	0	32	6060	14221	23.2	25.9	pro6000-s600w
ds4flash_tp4_b12xmoe		64	130.5	0.49	1004	4017	5021										64	rollout	8192	2048	0	64	29095	55975	49.2	61.9	pro6000-s600w
ds4flash_tp4_b12xmoe_dspark		16	22.4	2.86	366	2928	3294										64	router	1024	128	0	64	596	1851	37.4	49.5	pro6000-s600w
ds4flash_tp4_b12xmoe_dspark		64	30.9	4.14	530	4244	4774										128	router	1024	128	0	128	2541	7433	96.4	142.0	pro6000-s600w
ds4flash_tp4_b12xmoe_dspark		16	87.7	0.73	373	2988	3361										64	judge	4096	512	0	64	1600	7228	37.8	51.2	pro6000-s600w
ds4flash_tp4_b12xmoe_dspark		64	122.7	1.04	534	4273	4807										128	judge	4096	512	0	128	8511	29328	98.1	155.0	pro6000-s600w
ds4flash_tp4_b12xmoe_dspark		16	143.0	0.22	458	1833	2291										32	rollout	8192	2048	0	32	4740	14426	29.2	41.3	pro6000-s600w
ds4flash_tp4ep4		16	12.5	5.13	329	1314	1643										64	short	256	64	0	64	1817	6640	20.6	110.9	pro6000-s600w
ds4flash_tp4ep4		64	25.4	5.05	323	1292	1614										128	short	256	64	0	128	5208	13471	118.4	224.9	pro6000-s600w
ds4flash_tp4ep4		256	17.4	14.71	942	3766	4708										256	short	256	64	0	256	10456	13845	107.9	203.6	pro6000-s600w
ds4flash_tp4ep4		16	16.7	3.82	489	3914	4403										64	router	1024	128	0	64	710	6686	27.3	68.0	pro6000-s600w
ds4flash_tp4ep4		64	11.9	10.74	1374	10993	12367										128	router	1024	128	0	128	1322	2014	36.4	44.3	pro6000-s600w
ds4flash_tp4ep4		256	21.2	12.06	1544	12349	13893										256	router	1024	128	0	256	10483	13945	83.4	154.7	pro6000-s600w
ds4flash_tp4ep4_marlin		16	6.2	10.35	663	2650	3313										64	short	256	64	0	64	487	575	16.8	23.4	pro6000-s600w
ds4flash_tp4ep4_marlin		64	7.8	16.36	1047	4187	5234										128	short	256	64	0	128	1327	1947	40.7	57.2	pro6000-s600w
ds4flash_tp4ep4_marlin		256	11.2	22.95	1469	5875	7344										256	short	256	64	0	256	4345	7658	105.8	164.9	pro6000-s600w
ds4flash_tp4ep4_marlin		16	16.0	4.0	512	4095	4607										64	router	1024	128	0	64	1296	1899	21.2	30.3	pro6000-s600w
ds4flash_tp4ep4_marlin		64	23.5	5.45	697	5580	6277										128	router	1024	128	0	128	2950	8040	68.9	88.6	pro6000-s600w
ds4flash_tp4ep4_marlin		256	26.1	9.81	1255	10043	11298										256	router	1024	128	0	256	7345	19135	144.4	196.4	pro6000-s600w
ds4flash_tp4ep4_marlin		16	21.2	3.02	773	10829	11602										64	promptopt	512	256	3072	64	919	1729	17.1	20.2	pro6000-s600w
ds4flash_tp4ep4_marlin		64	24.4	5.25	1344	18809	20153										128	promptopt	512	256	3072	128	2685	4654	37.2	44.8	pro6000-s600w
ds4flash_tp4ep4_marlin		256	30.9	8.28	2119	29661	31780										256	promptopt	512	256	3072	256	9097	16426	84.5	112.7	pro6000-s600w
ds4flash_tp4ep4_marlin		16	59.7	1.07	548	4388	4936										64	judge	4096	512	0	64	2920	6193	23.5	28.5	pro6000-s600w
ds4flash_tp4ep4_marlin		64	59.9	2.14	1094	8749	9843										128	judge	4096	512	0	128	6546	21799	45.5	76.9	pro6000-s600w
ds4flash_tp4ep4_marlin		128	25.7	4.98	2550	20403	22953										128	judge	4096	512	0	128	2619	4124	45.0	49.2	pro6000-s600w
ds4flash_tp4ep4_marlin		16	84.6	0.38	774	3097	3871										32	rollout	8192	2048	0	32	4269	8189	18.6	20.4	pro6000-s600w
ds4flash_tp4ep4_marlin		64	86.1	0.74	1523	6093	7616										64	rollout	8192	2048	0	64	5603	17461	39.2	41.7	pro6000-s600w
ds4flash_tp4ep4_marlin_v2		16	16.0	3.99	511	4088	4599										64	router	1024	128	0	64	1284	1962	21.4	30.0	pro6000-s600w
ds4flash_tp4ep4_marlin_v2		64	22.8	5.6	717	5736	6453										128	router	1024	128	0	128	3578	7506	61.5	85.7	pro6000-s600w
ds4flash_tp4ep4_marlin_v2		64	93.5	1.37	701	5605	6306										128	judge	4096	512	0	128	10078	30331	71.5	89.1	pro6000-s600w
ds4flash_tp4ep4_marlin_v2		32	79.2	0.4	828	3311	4139										32	rollout	8192	2048	0	32	16624	30495	30.4	37.6	pro6000-s600w
f2_gemma26	judge	128	131.4	7.791	3989	35903	39892	1906	1699	6430	28.4	28.7	31.9	28.4	16415.1	20975.1	1024										pro6000-ws400w
f2_gemma26	promptopt	256	68.1	30.098	7705	115574	123279	975	999	2272	29.5	29.5	32.6	29.6	8498.0	9146.4	2048										pro6000-ws400w
f2_gemma26	router	256	48.5	42.240	5407	48661	54068	1117	1093	3012	38.8	39.0	46.1	38.8	6050.3	7695.6	2048										pro6000-ws400w
f2_gemma26	router	256	49.0	42.24	5407	43254	48661	1117	1195	3121	38.85	39.86	46.7	38.85	6050	7858	2048										pro6000-ws400w
f2_gemma26	promptopt	256	69.4	30.098	7705	107870	115574	975	1148	2355	29.5	29.75	33.14	29.65	8498	9375	2048										pro6000-ws400w
f2_gemma26	judge	128	132.6	7.791	3989	31913	35903	1906	1719	6534	28.39	29.04	32.12	28.39	16415	21349	1024										pro6000-ws400w
f2_gemma26_mtp	judge	128	111.1	9.220	4720	42484	47205	873	370	6692	24.0	18.4	62.3	57.8	13142.0	33608.7	1024										pro6000-ws400w
f2_gemma26_mtp	promptopt	256	54.8	37.342	9560	143394	152954	410	213	2508	23.5	19.9	58.5	56.3	6408.5	15189.4	2048										pro6000-ws400w
f2_gemma26_mtp	router	256	52.9	38.708	4955	44592	49546	1140	291	8669	39.3	33.6	83.5	80.5	6125.7	17142.2	2048										pro6000-ws400w
f2_gemma26_mtp	router	256	54.3	38.708	4955	39637	44592	1140	297	9817	39.26	34.21	85.33	80.52	6126	18621	2048										pro6000-ws400w
f2_gemma26_mtp	promptopt	256	55.4	37.342	9560	133834	143394	410	220	2560	23.52	20.3	59.79	56.28	6408	15491	2048										pro6000-ws400w
f2_gemma26_mtp	judge	128	114.2	9.22	4720	37764	42484	873	472	6785	24.01	18.57	66.62	57.8	13142	37485	1024										pro6000-ws400w
f2_gemma31	judge	128	544.4	1.881	963	8668	9631	9463	7712	37340	114.6	116.4	130.5	114.6	68005.4	96451.2	1024										pro6000-ws400w
f2_gemma31	promptopt	256	207.5	9.870	2527	37902	40428	5979	6324	12376	78.2	77.0	98.8	78.2	25923.1	30092.1	2048										pro6000-ws400w
f2_gemma31	router	256	215.3	9.514	1218	10960	12178	6125	6253	17003	159.0	158.3	221.7	159.0	26320.7	38701.8	2048										pro6000-ws400w
f2_gemma31	router	256	219.1	9.514	1218	9742	10960	6125	6533	17588	159.02	160.38	225.66	159.02	26321	39416	2048										pro6000-ws400w
f2_gemma31	promptopt	256	209.9	9.87	2527	35375	37902	5979	6853	12661	78.21	78.06	99.68	78.21	25923	30545	2048										pro6000-ws400w
f2_gemma31	judge	128	550.9	1.881	963	7705	8668	9463	8702	37982	114.56	117.76	132.07	114.56	68005	97806	1024										pro6000-ws400w
f2_gptoss20	judge	128	86.1	11.897	6091	54821	60912	1068	1012	3099	18.9	19.0	20.8	18.9	10749.9	12794.0	1024										pro6000-ws400w
f2_gptoss20	promptopt	256	39.0	52.509	13442	201635	215077	559	554	1154	16.8	16.9	18.7	17.0	4854.9	5054.3	2048										pro6000-ws400w
f2_gptoss20	router	256	25.5	80.402	10291	92623	102915	610	639	1435	20.2	20.1	23.5	20.2	3178.1	3985.3	2048										pro6000-ws400w
f2_gptoss20	router	256	26.0	80.402	10291	82332	92623	610	680	1477	20.22	20.55	23.99	20.22	3178	4086	2048										pro6000-ws400w
f2_gptoss20	promptopt	256	39.9	52.509	13442	188192	201635	559	619	1177	16.85	17.6	19.22	17.03	4855	5240	2048										pro6000-ws400w
f2_gptoss20	judge	128	87.9	11.897	6091	48730	54821	1068	1212	3148	18.95	19.91	21.28	18.95	10750	13330	1024										pro6000-ws400w
f2_muse30	judge	128	416.8	2.457	1258	11322	12580	7915	6752	30267	86.4	88.0	99.8	86.4	52057.4	74665.1	1024										pro6000-ws400w
f2_muse30	promptopt	256	146.1	14.022	3590	53843	57432	4545	4906	9275	53.7	51.5	69.6	53.7	18245.5	20844.6	2048										pro6000-ws400w
f2_muse30	router	256	160.1	12.799	1638	14744	16382	5230	5183	14708	116.2	116.1	153.6	116.2	19984.8	28716.3	2048										pro6000-ws400w
f2_muse30	router	256	164.0	12.799	1638	13106	14744	5230	5255	15373	116.18	119.51	157.97	116.18	19985	29373	2048										pro6000-ws400w
f2_muse30	promptopt	256	147.7	14.022	3590	50253	53843	4545	5101	9460	53.73	52.23	70.31	53.73	18246	21144	2048										pro6000-ws400w
f2_muse30	judge	128	420.4	2.457	1258	10064	11322	7915	7925	30665	86.38	89.1	100.47	86.38	52057	75601	1024										pro6000-ws400w
f2_nemo35	judge	128	83.0	12.337	6317	56850	63166	1087	949	4495	18.1	18.5	19.8	18.1	10361.9	13896.9	1024										pro6000-ws400w
f2_nemo35	promptopt	256	93.3	21.956	5621	84311	89931	1753	1406	7446	38.8	40.1	44.2	38.8	11641.4	17351.0	2048										pro6000-ws400w
f2_nemo35	router	256	32.6	62.789	8037	72333	80370	1011	1021	2625	24.1	23.7	29.7	24.1	4071.3	5599.5	2048										pro6000-ws400w
f2_nemo35	router	256	34.3	60.784	7780	62243	70024	1123	1038	3610	24.27	24.33	30.43	24.27	4206	6744	2048										pro6000-ws400w
f2_nemo35	promptopt	256	94.8	21.874	5600	78398	83998	1669	1543	7717	39.28	41.23	45.5	39.28	11684	18435	2048										pro6000-ws400w
f2_nemo35	router	256	33.2	62.789	8037	64296	72333	1011	1161	2780	24.1	24.47	30.23	24.1	4071	5920	2048										pro6000-ws400w
f2_nemo35	promptopt	256	94.6	21.956	5621	78690	84311	1753	1579	7570	38.78	40.81	44.79	38.78	11641	17997	2048										pro6000-ws400w
f2_nemo35	judge	128	84.2	12.337	6317	50533	56850	1087	1024	4562	18.15	18.66	20.06	18.15	10362	14181	1024										pro6000-ws400w
f2_nemo35_dspark	judge	128	101.8	10.065	5153	46381	51534	589	258	4780	23.0	21.4	37.0	34.3	12342.2	20401.6	1024										pro6000-ws400w
f2_nemo35_dspark	promptopt	256	125.5	16.318	4177	62661	66839	899	390	7980	56.9	63.1	73.7	67.7	15407.8	23875.8	2048										pro6000-ws400w
f2_nemo35_dspark	router	256	60.9	33.634	4305	38747	43052	971	236	7760	47.0	50.8	60.6	51.9	6940.8	13668.0	2048										pro6000-ws400w
f2_nemo35_dspark	router	256	61.2	33.634	4305	34441	38747	971	244	7911	47.01	51.37	62.9	51.95	6941	13744	2048										pro6000-ws400w
f2_nemo35_dspark	promptopt	256	127.0	16.318	4177	58484	62661	899	396	8097	56.9	64.06	75.66	67.71	15408	24389	2048										pro6000-ws400w
f2_nemo35_dspark	judge	128	104.2	10.065	5153	41227	46381	589	279	4853	23.0	21.72	38.27	34.28	12342	20857	1024										pro6000-ws400w
f2_q27_dflash2	judge	128	195.5	5.239	2682	24140	26822	1789	974	12831	42.9	35.3	125.8	129.7	23711.2	67065.1	1024										pro6000-ws400w
f2_q27_dflash2	promptopt	256	370.6	5.527	1415	21222	22637	17351	17411	29518	109.6	120.5	181.8	170.0	45300.0	69942.2	2048										pro6000-ws400w
f2_q27_dflash2	router	256	115.4	17.747	2272	20445	22716	4667	4141	12960	68.9	64.9	144.7	152.1	13413.6	24918.6	2048										pro6000-ws400w
f2_q27_dflash2	router	256	115.7	17.747	2272	18173	20445	4667	4234	13163	68.87	67.02	148.15	152.12	13414	25983	2048										pro6000-ws400w
f2_q27_dflash2	promptopt	256	374.9	5.527	1415	19807	21222	17351	17824	32947	109.6	122.0	185.13	169.96	45300	72374	2048										pro6000-ws400w
f2_q27_dflash2	judge	128	199.1	5.239	2682	21458	24140	1789	1044	12985	42.9	36.47	129.56	129.71	23711	70690	1024										pro6000-ws400w
f2_qwen36	judge	128	100.0	10.239	5243	47183	52426	1342	1191	4240	21.8	22.1	23.5	21.8	12488.2	15572.8	1024										pro6000-ws400w
f2_qwen36	promptopt	256	68.3	29.999	7680	115198	122878	1203	1079	3296	28.7	29.1	31.6	28.7	8522.3	10021.7	2048										pro6000-ws400w
f2_qwen36	router	256	38.0	53.926	6903	62123	69025	880	798	2744	30.4	30.5	33.7	30.4	4738.8	6808.5	2048										pro6000-ws400w
f2_qwen36	router	256	38.3	53.926	6903	55220	62123	880	834	2908	30.38	30.64	34.13	30.38	4739	6965	2048										pro6000-ws400w
f2_qwen36	promptopt	256	68.6	29.999	7680	107518	115198	1203	1189	3348	28.7	29.39	31.77	28.7	8522	10668	2048										pro6000-ws400w
f2_qwen36	judge	128	100.8	10.239	5243	41941	47183	1342	1211	4304	21.81	22.23	23.77	21.81	12488	15869	1024										pro6000-ws400w
gptoss_x4		64	5.5	23.47	3005	24037	27042										128	router	1024	128	0	128	482	700	17.6	20.9	pro6000-s600w
gptoss_x4		256	5.1	50.8	6503	52024	58527										256	router	1024	128	0	256	627	1480	34.2	37.6	pro6000-s600w
gptoss_x4		64	22.2	5.86	3001	24007	27008										128	judge	4096	512	0	128	1087	2022	19.2	21.4	pro6000-s600w
gptoss_x4		32	28.9	1.14	2333	9332	11665										32	rollout	8192	2048	0	32	1053	1508	13.2	13.9	pro6000-s600w
gptoss_x4_full		16	2.7	24.22	1550	6201	7751										64	short	256	64	0	64	78	97	9.2	9.9	pro6000-s600w
gptoss_x4_full		64	2.1	63.3	4051	16205	20256										128	short	256	64	0	128	124	226	14.0	16.2	pro6000-s600w
gptoss_x4_full		256	2.1	123.5	7904	31617	39521										256	short	256	64	0	256	299	490	27.8	30.5	pro6000-s600w
gptoss_x4_full		16	5.4	12.02	1539	12309	13848										64	router	1024	128	0	64	148	194	9.3	10.3	pro6000-s600w
gptoss_x4_full		64	4.7	27.4	3507	28059	31566										128	router	1024	128	0	128	223	520	16.6	19.3	pro6000-s600w
gptoss_x4_full		256	4.8	53.59	6860	54878	61737										256	router	1024	128	0	256	524	1184	32.9	35.6	pro6000-s600w
gptoss_x4_full		16	10.5	6.17	1580	22121	23701										64	promptopt	512	256	3072	64	179	384	9.5	10.3	pro6000-s600w
gptoss_x4_full		64	9.6	13.43	3438	48133	51571										128	promptopt	512	256	3072	128	473	667	16.8	18.3	pro6000-s600w
gptoss_x4_full		256	9.5	27.48	7035	98496	105532										256	promptopt	512	256	3072	256	1172	1656	31.8	35.1	pro6000-s600w
gptoss_x4_full		16	21.9	2.94	1507	12053	13559										64	judge	4096	512	0	64	437	566	9.8	10.6	pro6000-s600w
gptoss_x4_full		64	20.4	6.37	3260	26079	29339										128	judge	4096	512	0	128	497	1592	18.7	21.3	pro6000-s600w
gptoss_x4_full		128	13.4	9.78	5005	40044	45049										128	judge	4096	512	0	128	226	384	25.0	25.5	pro6000-s600w
gptoss_x4_full		16	42.8	0.76	1553	6211	7763										32	rollout	8192	2048	0	32	595	813	10.0	10.4	pro6000-s600w
gptoss_x4_full		64	41.1	1.61	3294	13176	16470										64	rollout	8192	2048	0	64	689	1667	19.1	19.9	pro6000-s600w
gptoss_x4_ngram		64	13.3	15.12	1936	15488	17424										128	router	1024	128	0	128	809	7736	31.0	79.8	pro6000-s600w
gptoss_x4_ngram		256	5.9	44.57	5705	45640	51345										256	router	1024	128	0	256	588	1475	39.6	43.8	pro6000-s600w
gptoss_x4_ngram		64	29.3	4.46	2284	18273	20557										128	judge	4096	512	0	128	767	2025	26.0	31.2	pro6000-s600w
gptoss_x4_ngram		32	43.0	0.77	1570	6280	7850										32	rollout	8192	2048	0	32	1051	1529	18.4	20.6	pro6000-s600w
hy3	judge	128	587.4	1.307	669	6025	6694	8934	4238	64137	173.7	183.2	187.8	173.7	97677.0	156833.8	768										pro6000-ws400w
hy3	promptopt	256	216.0	7.112	1821	27308	29129	4466	3586	16930	123.4	125.2	137.9	123.4	35925.3	48627.5	1536										pro6000-ws400w
hy3	router	256	242.8	6.327	810	7288	8098	5428	3074	31796	274.9	291.4	310.9	274.9	40335.3	68438.8	1536										pro6000-ws400w
hy3	router	64	81.1	4.736	606	5456	6062	3180	2985	9363	81.2	80.9	102.1	81.2	13490.2	18686.0	384										pro6000-ws400w
hy3	router	64	81.1	4.736	606	4850	5456	3180	2985	9363	81.18	80.87	102.07	81.18	13490	18686	384										pro6000-ws400w
hy3	router	256	242.8	6.327	810	6479	7288	5428	3074	31796	274.86	291.36	310.89	274.86	40335	68439	1536										pro6000-ws400w
hy3	promptopt	256	216.0	7.112	1821	25488	27308	4466	3586	16930	123.37	125.22	137.92	123.37	35925	48627	1536										pro6000-ws400w
hy3	judge	128	587.4	1.307	669	5355	6025	8934	4238	64137	173.67	183.16	187.82	173.67	97677	156834	768										pro6000-ws400w
hy3_mtp	judge	128	650.0	1.182	605	5445	6050	8336	2911	67411	193.8	208.4	237.9	206.9	107349.6	173186.5	768										pro6000-ws400w
hy3_mtp	promptopt	256	277.8	5.529	1416	21233	22648	3426	2268	19178	166.9	172.1	194.3	174.1	45974.0	62494.4	1536										pro6000-ws400w
hy3_mtp	router	256	276.5	5.555	711	6399	7110	5470	3158	33590	317.7	338.3	374.7	332.1	45816.5	76066.2	1536										pro6000-ws400w
hy3_mtp	router	64	87.5	4.388	562	5055	5617	2392	2055	8884	95.3	100.5	121.5	99.3	14492.0	20289.6	384										pro6000-ws400w
hy3_mtp	router	64	87.5	4.388	562	4494	5055	2392	2055	8884	95.28	100.47	121.51	99.31	14492	20290	384										pro6000-ws400w
hy3_mtp	router	256	276.5	5.555	711	5688	6399	5470	3158	33590	317.69	338.32	374.74	332.09	45816	76066	1536										pro6000-ws400w
hy3_mtp	promptopt	256	277.8	5.529	1416	19817	21233	3426	2268	19178	166.85	172.07	194.26	174.14	45974	62494	1536										pro6000-ws400w
hy3_mtp	judge	128	650.0	1.182	605	4840	5445	8336	2911	67411	193.77	208.43	237.87	206.91	107350	173186	768										pro6000-ws400w
laguna	judge	128	191.8	4.004	2050	18450	20500	2638	1756	13118	57.3	58.8	61.8	57.3	31906.6	42967.1	768										pro6000-ws400w
laguna	promptopt	256	86.9	17.685	4527	67909	72436	1525	1545	3856	50.7	50.6	55.6	50.7	14450.2	15985.5	1536										pro6000-ws400w
laguna	router	256	69.0	22.268	2850	25653	28503	1571	1234	6484	77.7	79.7	87.9	77.7	11443.4	16432.5	1536										pro6000-ws400w
laguna	router	64	29.1	13.210	1691	15218	16909	804	740	1702	31.7	32.0	36.8	31.7	4831.9	5323.1	384										pro6000-ws400w
laguna	router	64	29.4	13.21	1691	13527	15218	804	749	1711	31.71	32.41	37.16	31.71	4832	5356	384										pro6000-ws400w
laguna	router	256	69.4	22.268	2850	22803	25653	1571	1244	6569	77.74	80.5	88.73	77.74	11443	16609	1536										pro6000-ws400w
laguna	promptopt	256	87.1	17.685	4527	63382	67909	1525	1573	3913	50.69	50.63	55.87	50.69	14450	16030	1536										pro6000-ws400w
laguna	judge	128	192.1	4.004	2050	16400	18450	2638	1762	13162	57.28	58.99	61.85	57.28	31907	42972	768										pro6000-ws400w
laguna_dflash	judge	128	160.2	4.796	2455	22098	24553	1804	623	13981	46.5	46.9	93.0	136.6	25574.3	52310.9	768										pro6000-ws400w
laguna_dflash	promptopt	256	89.0	17.281	4424	66358	70782	797	448	4394	51.3	53.3	112.3	131.5	13866.9	29652.0	1536										pro6000-ws400w
laguna_dflash	router	256	80.7	19.116	2447	22021	24468	1390	644	13297	91.4	92.9	207.4	200.2	12997.1	29597.2	1536										pro6000-ws400w
laguna_dflash	router	64	29.3	13.110	1678	15103	16781	707	284	3564	31.0	33.7	62.4	70.0	4644.8	9570.5	384										pro6000-ws400w
laguna_dflash	router	64	29.6	13.11	1678	13425	15103	707	287	3618	31.01	33.99	63.65	70.03	4645	9716	384										pro6000-ws400w
laguna_dflash	router	256	86.1	19.116	2447	19574	22021	1390	666	19358	91.39	96.35	230.66	200.22	12997	34461	1536										pro6000-ws400w
laguna_dflash	promptopt	256	91.5	17.281	4424	61934	66358	797	449	4404	51.25	54.77	121.48	131.52	13867	31462	1536										pro6000-ws400w
laguna_dflash	judge	128	160.9	4.796	2455	19643	22098	1804	625	14054	46.52	48.26	94.64	136.63	25574	53254	768										pro6000-ws400w
nemo3s	judge	128	194.3	3.953	2024	18215	20238	2211	1485	11675	58.9	60.5	62.1	58.9	32320.8	42547.7	768										pro6000-ws400w
nemo3s	promptopt	256	196.5	7.821	2002	30032	32034	3493	2159	19725	114.4	119.8	124.8	114.4	32653.4	50061.6	1536										pro6000-ws400w
nemo3s	router	256	69.1	22.227	2845	25606	28451	2007	1898	5716	74.7	75.9	85.6	74.7	11496.7	15355.6	1536										pro6000-ws400w
